SGB,Sample1,Sample2
t__SGB15346,C10,Z1
t__SGB15346,C10,U1
t__SGB15346,C10,U8
t__SGB15346,C10,U6
t__SGB15346,U3,Z7
t__SGB15346,U3,U9
t__SGB15346,U3,U8
t__SGB15346,U3,U7
t__SGB15346,U3,Z3
t__SGB15346,U3,U6
t__SGB15346,U9,Z7
t__SGB15346,U9,Z3
t__SGB15346,U8,Z7
t__SGB15346,U8,U9
t__SGB15346,U8,Z3
t__SGB15346,U8,Z2
t__SGB15346,U7,Z7
t__SGB15346,U7,U9
t__SGB15346,U7,U8
t__SGB15346,U7,Z3
t__SGB15346,ERR14760576,ERR14760620
t__SGB15346,U11,Z7
t__SGB15346,U11,U3
t__SGB15346,U11,U9
t__SGB15346,U11,U8
t__SGB15346,U11,Z3
t__SGB15346,U11,U6
t__SGB15346,Z3,Z7
t__SGB15346,C11,Z6
t__SGB15346,C11,Z5
t__SGB15346,C11,Z11
t__SGB15346,Z11,Z6
t__SGB15346,Z11,Z5
t__SGB15346,Z2,Z3
t__SGB15346,C8,U6
t__SGB15346,U6,U9
t__SGB15346,U6,U8
t__SGB15346,U6,Z3
t__SGB15346,U6,Z2
t__SGB15346,U6,Z4
t__SGB15346,C5,U8
t__SGB15346,C5,Z3
t__SGB15346,C5,Z2
t__SGB15346,C5,C8
t__SGB15346,C5,U6
t__SGB15346,C5,Z4
t__SGB15346,C7,U6
t__SGB15346,C7,U12
t__SGB15346,ERR14760504,ERR14760770
t__SGB15346,ERR14760724,ERR14760865
t__SGB15356,C6,Z6
t__SGB15356,C6,Z8
t__SGB15356,C6,Z3
t__SGB15356,C6,Z10
t__SGB15356,C6,C7
t__SGB15356,C6,Z12
t__SGB15356,C6,Z11
t__SGB15356,Z6,Z8
t__SGB15356,C11,C6
t__SGB15356,C11,Z6
t__SGB15356,U5,Z8
t__SGB15356,C4,C6
t__SGB15356,C4,Z8
t__SGB15356,C4,Z1
t__SGB15356,U12,Z4
t__SGB15356,Z3,Z6
t__SGB15356,C3,Z3
t__SGB15356,Z10,Z3
t__SGB15356,ERR14760538,ERR14760837
t__SGB15356,ERR14760538,ERR14760644
t__SGB15356,ERR14760538,ERR14760810
t__SGB15356,ERR14760538,ERR14760618
t__SGB15356,ERR14760442,ERR14760538
t__SGB15356,ERR14760442,ERR14760837
t__SGB15356,ERR14760442,ERR14760644
t__SGB15356,ERR14760442,ERR14760810
t__SGB15356,ERR14760442,ERR14760618
t__SGB15356,ERR14760644,ERR14760837
t__SGB15356,ERR14760644,ERR14760810
t__SGB15356,ERR14760810,ERR14760837
t__SGB15356,ERR14760618,ERR14760837
t__SGB15356,ERR14760618,ERR14760644
t__SGB15356,ERR14760618,ERR14760810
t__SGB15356,C7,Z6
t__SGB15356,C7,Z12
t__SGB15356,C7,Z11
t__SGB15356,Z12,Z6
t__SGB15356,Z11,Z6
t__SGB15356,Z11,Z12
t__SGB15368,C8,U9
t__SGB15368,U9,Z1
t__SGB15368,C11,U9
t__SGB15368,C11,Z1
t__SGB15368,C11,Z12
t__SGB15368,C11,U5
t__SGB15368,C11,U3
t__SGB15368,C11,U4
t__SGB15368,U3,U9
t__SGB15368,U3,Z1
t__SGB15368,U3,U4
t__SGB15368,U4,U9
t__SGB15368,U4,Z1
t__SGB15368,ERR14760644,ERR14760810
t__SGB15368,ERR14760704,ERR14760762
t__SGB15368,ERR14760611,ERR14760762
t__SGB15368,ERR14760611,ERR14760704
t__SGB15374,Z2,Z4
t__SGB15374,U4,Z4
t__SGB15374,U4,Z7
t__SGB15374,C11,U4
t__SGB15374,U3,Z10
t__SGB15374,U3,U8
t__SGB15374,U9,Z10
t__SGB15374,Z10,Z6
t__SGB15374,U8,Z11
t__SGB15374,U8,Z5
t__SGB15374,U8,U9
t__SGB15374,U8,Z10
t__SGB15374,U8,Z6
t__SGB15374,ERR14760603,ERR14760637
t__SGB15374,ERR14760581,ERR14760603
t__SGB15374,ERR14760581,ERR14760637
t__SGB15374,C8,Z1
t__SGB15374,C3,Z1
t__SGB15374,C3,U5
t__SGB15374,C3,U11
t__SGB15467,ERR14760509,ERR14760620
t__SGB15467,ERR14760441,ERR14760576
t__SGB15467,ERR14760436,ERR14760619
t__SGB15467,C1,U4
t__SGB15467,C1,U8
t__SGB15467,U4,U8
t__SGB15467,U5,U9
t__SGB15467,U5,Z11
t__SGB15467,ERR14760426,ERR14760603
t__SGB15467,C8,U5
t__SGB15467,C8,Z10
t__SGB15467,C8,Z1
t__SGB15467,Z1,Z10
t__SGB1613,Z5,Z9
t__SGB1613,C6,Z5
t__SGB1613,C6,Z3
t__SGB1613,C6,Z9
t__SGB1613,C6,U6
t__SGB1613,C6,Z12
t__SGB1613,C6,U3
t__SGB1613,C1,C6
t__SGB1613,C1,Z3
t__SGB1613,C1,Z1
t__SGB1613,C1,Z2
t__SGB1613,Z1,Z3
t__SGB1613,Z1,Z2
t__SGB1613,Z2,Z3
t__SGB1613,ERR14760644,ERR14760810
t__SGB1613,C12,Z5
t__SGB1613,C12,C6
t__SGB1613,C12,Z9
t__SGB1613,C12,U6
t__SGB1613,C12,Z12
t__SGB1613,C12,U3
t__SGB1613,ERR14760504,ERR14760670
t__SGB1613,ERR14760504,ERR14760695
t__SGB1613,ERR14760504,ERR14760864
t__SGB1613,U7,Z9
t__SGB1613,C10,C6
t__SGB1613,C10,C12
t__SGB1613,C10,Z9
t__SGB1613,C10,U6
t__SGB1613,C10,Z12
t__SGB1613,C10,U3
t__SGB1613,U6,Z9
t__SGB1613,U6,Z12
t__SGB1613,Z12,Z5
t__SGB1613,Z12,Z9
t__SGB1613,U3,Z5
t__SGB1613,U3,Z9
t__SGB1613,U3,U6
t__SGB1613,U3,Z12
t__SGB1613,C9,Z8
t__SGB1614,C11,Z5
t__SGB1614,C11,U7
t__SGB1614,U7,Z5
t__SGB1614,U7,U8
t__SGB1614,U7,Z3
t__SGB1614,U7,Z12
t__SGB1614,U7,Z9
t__SGB1614,U7,Z2
t__SGB1614,U7,Z4
t__SGB1614,U7,U9
t__SGB1614,C7,U7
t__SGB1614,C7,Z3
t__SGB1614,C7,Z12
t__SGB1614,C7,Z4
t__SGB1614,C10,U7
t__SGB1614,C10,U5
t__SGB1614,C10,Z4
t__SGB1614,Z1,Z6
t__SGB1614,U11,Z1
t__SGB1614,U11,Z6
t__SGB1614,C1,U7
t__SGB1614,C1,Z3
t__SGB1614,C1,C7
t__SGB1614,C1,Z12
t__SGB1614,C1,C10
t__SGB1614,C1,U12
t__SGB1614,C1,Z2
t__SGB1614,C1,Z4
t__SGB1614,C1,C6
t__SGB1614,C1,U3
t__SGB1614,U12,U7
t__SGB1614,U12,Z4
t__SGB1614,Z2,Z4
t__SGB1614,U6,U7
t__SGB1614,U6,U9
t__SGB1614,C6,U7
t__SGB1614,C6,Z4
t__SGB1614,C6,U3
t__SGB1614,C4,C6
t__SGB1614,C5,U7
t__SGB1614,C5,U3
t__SGB1614,U3,U7
t__SGB1614,U3,Z4
t__SGB1617,ERR14760603,ERR14760847
t__SGB1617,C9,Z2
t__SGB1617,C9,U9
t__SGB1617,U9,Z2
t__SGB1617,C1,U5
t__SGB1617,U5,Z2
t__SGB1617,U5,U9
t__SGB1617,C3,U12
t__SGB1617,ERR14760606,ERR14760637
t__SGB1617,U8,Z8
t__SGB1617,Z7,Z8
t__SGB1617,U6,Z10
t__SGB1617,U6,Z8
t__SGB1617,U6,Z7
t__SGB1617,U6,Z9
t__SGB1617,U3,U6
t__SGB1617,U3,Z9
t__SGB1617,U3,U4
t__SGB1617,U11,U6
t__SGB1617,U11,U3
t__SGB1617,U11,Z9
t__SGB1617,U11,U4
t__SGB1617,U4,U6
t__SGB1617,U4,Z9
t__SGB1617,C7,U3
t__SGB1617,C7,U11
t__SGB1617,C7,Z9
t__SGB1617,C7,U4
t__SGB1617,C2,U3
t__SGB1617,C2,Z9
t__SGB1617,C2,U4
t__SGB1617,C2,C7
t__SGB1617,C2,Z6
t__SGB1617,C2,Z5
t__SGB1617,Z5,Z6
t__SGB1617,ERR14760509,ERR14760637
t__SGB1617,C5,U6
t__SGB1617,C5,U3
t__SGB1617,C5,U11
t__SGB1617,C5,Z9
t__SGB1617,C5,U4
t__SGB1617,C5,C7
t__SGB1617,C5,C6
t__SGB1617,C6,U6
t__SGB1617,C6,U3
t__SGB1617,C6,U11
t__SGB1617,C6,Z9
t__SGB1617,C6,U4
t__SGB1617,C6,C7
t__SGB1617,ERR14760504,ERR14760606
t__SGB1617,ERR14760504,ERR14760637
t__SGB1617,Z11,Z12
t__SGB1626,ERR14760576,ERR14760695
t__SGB1626,U12,Z4
t__SGB1626,U12,Z2
t__SGB1626,U12,Z1
t__SGB1626,U12,U9
t__SGB1626,U12,U3
t__SGB1626,ERR14760522,ERR14760611
t__SGB1626,ERR14760522,ERR14760548
t__SGB1626,ERR14760611,ERR14760847
t__SGB1626,ERR14760611,ERR14760810
t__SGB1626,C3,U1
t__SGB1626,ERR14760548,ERR14760847
t__SGB1626,ERR14760548,ERR14760611
t__SGB1626,ERR14760548,ERR14760810
t__SGB1626,ERR14760548,ERR14760844
t__SGB1626,ERR14760548,ERR14760704
t__SGB1626,ERR14760548,ERR14760762
t__SGB1626,ERR14760704,ERR14760762
t__SGB1626,ERR14760447,ERR14760619
t__SGB1626,C6,Z2
t__SGB1626,C6,Z1
t__SGB1626,Z2,Z4
t__SGB1626,Z1,Z4
t__SGB1626,Z1,Z2
t__SGB1626,C5,U12
t__SGB1626,C5,Z4
t__SGB1626,C5,Z2
t__SGB1626,C5,Z1
t__SGB1626,C5,U9
t__SGB1626,C5,C9
t__SGB1626,C5,U11
t__SGB1626,C5,Z3
t__SGB1626,C5,Z9
t__SGB1626,C5,U3
t__SGB1626,U9,Z2
t__SGB1626,U9,Z1
t__SGB1626,U9,Z3
t__SGB1626,U9,Z9
t__SGB1626,U9,Z8
t__SGB1626,U9,Z6
t__SGB1626,C9,U12
t__SGB1626,C9,Z2
t__SGB1626,C9,Z1
t__SGB1626,C9,U9
t__SGB1626,C9,U11
t__SGB1626,C9,Z3
t__SGB1626,C9,Z9
t__SGB1626,C9,Z8
t__SGB1626,C9,Z6
t__SGB1626,C9,U3
t__SGB1626,U11,U9
t__SGB1626,U11,Z3
t__SGB1626,U11,Z9
t__SGB1626,U11,Z8
t__SGB1626,U11,Z6
t__SGB1626,Z3,Z9
t__SGB1626,Z3,Z8
t__SGB1626,Z3,Z6
t__SGB1626,Z8,Z9
t__SGB1626,Z6,Z9
t__SGB1626,Z6,Z8
t__SGB1626,ERR14760426,ERR14760865
t__SGB1626,ERR14760426,ERR14760504
t__SGB1626,ERR14760504,ERR14760865
t__SGB1626,ERR14760504,ERR14760606
t__SGB1626,ERR14760504,ERR14760864
t__SGB1626,ERR14760606,ERR14760865
t__SGB1626,ERR14760606,ERR14760864
t__SGB1626,C12,U4
t__SGB1626,C12,C8
t__SGB1626,C12,U7
t__SGB1626,ERR14760436,ERR14760865
t__SGB1626,ERR14760436,ERR14760504
t__SGB1626,ERR14760436,ERR14760864
t__SGB1626,ERR14760864,ERR14760865
t__SGB1626,U3,Z4
t__SGB1626,U3,Z2
t__SGB1626,U3,Z1
t__SGB1626,U3,U9
t__SGB1626,U3,U6
t__SGB1626,U3,Z11
t__SGB1626,U6,Z11
t__SGB1626,U6,Z12
t__SGB1626,Z11,Z12
t__SGB1626,Z12,Z5
t__SGB1626,C2,Z12
t__SGB1626,C2,Z5
t__SGB1635,ERR14760576,ERR14760603
t__SGB1635,ERR14760603,ERR14760637
t__SGB1635,C8,Z12
t__SGB1635,C10,C8
t__SGB1635,C10,Z12
t__SGB1635,C9,U11
t__SGB1635,C1,C11
t__SGB1635,C3,Z5
t__SGB1635,U12,Z6
t__SGB1635,U3,U6
t__SGB1635,U3,Z3
t__SGB1635,U6,Z9
t__SGB1635,U6,U9
t__SGB1635,U6,Z3
t__SGB1635,U9,Z9
t__SGB1635,C4,U9
t__SGB1635,C5,C7
t__SGB1635,C5,Z8
t__SGB1635,C7,Z8
t__SGB1635,Z2,Z3
t__SGB1635,U7,Z3
t__SGB1635,U7,Z11
t__SGB1635,Z11,Z3
t__SGB1636,C1,Z5
t__SGB1636,C5,Z12
t__SGB1636,C5,U12
t__SGB1636,U12,Z12
t__SGB1636,ERR14760436,ERR14760509
t__SGB1636,U4,Z4
t__SGB1636,U10,U3
t__SGB1636,C6,C9
t__SGB1644,Z12,Z9
t__SGB1644,ERR14760618,ERR14760631
t__SGB1644,ERR14760618,ERR14760762
t__SGB1644,ERR14760618,ERR14760704
t__SGB1644,C3,U2
t__SGB1644,ERR14760704,ERR14760762
t__SGB1644,ERR14760611,ERR14760618
t__SGB1644,ERR14760611,ERR14760762
t__SGB1644,ERR14760611,ERR14760704
t__SGB1644,C2,C3
t__SGB1644,C2,U2
t__SGB1644,ERR14760606,ERR14760695
t__SGB1644,C11,Z6
t__SGB1644,C11,U9
t__SGB1644,C11,U3
t__SGB1644,C1,C9
t__SGB1644,C1,Z6
t__SGB1644,C9,Z6
t__SGB1644,C8,U9
t__SGB1644,C8,U3
t__SGB1644,C8,Z10
t__SGB1644,U9,Z4
t__SGB1644,U9,Z11
t__SGB1644,U9,Z3
t__SGB1644,U9,Z10
t__SGB1644,C7,U9
t__SGB1644,C7,U3
t__SGB1644,C7,Z10
t__SGB1644,U3,Z4
t__SGB1644,U3,U9
t__SGB1644,U3,Z11
t__SGB1644,U3,U6
t__SGB1644,U3,Z3
t__SGB1644,U3,Z10
t__SGB1644,Z2,Z8
t__SGB1644,Z11,Z3
t__SGB1644,C5,U9
t__SGB1644,C5,U3
t__SGB1644,C5,Z11
t__SGB1644,C5,Z3
t__SGB1644,C5,Z10
t__SGB1644,C10,U9
t__SGB1644,C10,U3
t__SGB1644,C10,Z11
t__SGB1644,C10,C5
t__SGB1644,C10,Z3
t__SGB1644,C10,Z10
t__SGB1644,U6,U9
t__SGB1644,U6,Z3
t__SGB1644,U6,Z10
t__SGB1644,Z3,Z7
t__SGB1644,C6,Z3
t__SGB1644,C6,Z10
t__SGB1644,U8,Z3
t__SGB1644,U8,Z10
t__SGB1644,U11,Z3
t__SGB1644,U11,U8
t__SGB1644,U11,Z10
t__SGB1644,C4,U4
t__SGB1644,Z10,Z4
t__SGB1644,Z10,Z11
t__SGB1644,Z10,Z3
t__SGB1653,C9,Z6
t__SGB1653,C9,U9
t__SGB1653,C9,Z4
t__SGB1653,C9,U3
t__SGB1653,C9,U6
t__SGB1653,C9,U4
t__SGB1653,C9,Z3
t__SGB1653,C9,U5
t__SGB1653,C5,C9
t__SGB1653,C12,Z6
t__SGB1653,C12,C9
t__SGB1653,U9,Z6
t__SGB1653,U9,Z4
t__SGB1653,U9,Z3
t__SGB1653,C6,U12
t__SGB1653,C6,Z5
t__SGB1653,C6,Z1
t__SGB1653,C6,Z4
t__SGB1653,C6,U3
t__SGB1653,C6,U6
t__SGB1653,C6,U4
t__SGB1653,C6,Z3
t__SGB1653,U12,Z5
t__SGB1653,U12,Z4
t__SGB1653,U12,U3
t__SGB1653,U12,Z3
t__SGB1653,C11,C6
t__SGB1653,C11,U12
t__SGB1653,C11,Z5
t__SGB1653,C11,Z1
t__SGB1653,C11,Z4
t__SGB1653,C11,U3
t__SGB1653,C11,Z3
t__SGB1653,Z1,Z5
t__SGB1653,Z4,Z6
t__SGB1653,Z4,Z5
t__SGB1653,U3,Z6
t__SGB1653,U3,U9
t__SGB1653,U3,Z5
t__SGB1653,U3,Z4
t__SGB1653,U3,U6
t__SGB1653,U3,U4
t__SGB1653,U3,Z3
t__SGB1653,C4,U3
t__SGB1653,C4,U6
t__SGB1653,C4,U4
t__SGB1653,C4,Z3
t__SGB1653,U6,Z6
t__SGB1653,U6,U9
t__SGB1653,U6,Z5
t__SGB1653,U6,Z4
t__SGB1653,U6,Z3
t__SGB1653,U4,Z6
t__SGB1653,U4,Z4
t__SGB1653,U4,U6
t__SGB1653,U4,Z3
t__SGB1653,Z3,Z6
t__SGB1653,Z3,Z5
t__SGB1653,Z3,Z4
t__SGB1653,C1,U5
t__SGB1653,C2,U11
t__SGB1653,C2,Z9
t__SGB1653,U11,Z9
t__SGB1653,Z11,Z12
t__SGB1653,Z7,Z8
t__SGB1653,C7,Z8
t__SGB1653,C7,Z7
t__SGB1653,C7,U8
t__SGB1657,U6,Z3
t__SGB1657,C8,U6
t__SGB1657,C9,Z2
t__SGB1657,C5,U11
t__SGB1657,Z3,Z6
t__SGB1657,Z3,Z5
t__SGB1657,U5,Z3
t__SGB1657,U5,Z6
t__SGB1657,U5,Z5
t__SGB1657,U9,Z3
t__SGB1657,U9,Z6
t__SGB1657,U9,Z5
t__SGB1657,Z5,Z6
t__SGB1657,U10,Z9
t__SGB1657,U10,Z1
t__SGB1657,Z1,Z9
t__SGB1657,U8,Z6
t__SGB1657,U8,Z11
t__SGB1657,C1,U7
t__SGB1657,C1,Z10
t__SGB1657,C1,C10
t__SGB1657,U7,Z10
t__SGB1657,C6,U7
t__SGB1657,C6,Z10
t__SGB1657,C10,U6
t__SGB1657,C10,Z3
t__SGB1657,C10,U7
t__SGB1657,C10,Z10
t__SGB1657,C10,C3
t__SGB1657,C10,C2
t__SGB1657,C2,C3
t__SGB1662,U11,Z2
t__SGB1662,U11,U7
t__SGB1662,U11,Z6
t__SGB1662,Z2,Z4
t__SGB1662,Z2,Z6
t__SGB1662,U7,Z2
t__SGB1662,U7,Z6
t__SGB1662,C11,Z2
t__SGB1662,C11,U7
t__SGB1662,C11,Z4
t__SGB1662,C11,U8
t__SGB1662,U8,Z4
t__SGB1662,C2,Z1
t__SGB1662,C12,Z10
t__SGB1662,C12,Z3
t__SGB1662,Z10,Z3
t__SGB1662,C1,Z5
t__SGB1662,U6,U9
t__SGB1662,U3,U9
t__SGB1662,U3,U6
t__SGB1666,C11,Z6
t__SGB1666,C1,C5
t__SGB1666,ERR14760628,ERR14760695
t__SGB1666,Z11,Z12
t__SGB1666,C6,Z3
t__SGB1666,C9,U11
t__SGB1666,U5,Z5
t__SGB1666,U5,Z1
t__SGB1666,C4,U5
t__SGB1666,C4,Z5
t__SGB1666,C4,Z1
t__SGB1666,Z1,Z5
t__SGB1666,U8,Z8
t__SGB1668,Z11,Z12
t__SGB1668,U4,Z8
t__SGB1668,U4,Z7
t__SGB1668,U4,Z5
t__SGB1668,U12,U4
t__SGB1668,U12,Z7
t__SGB1668,U12,Z5
t__SGB1668,C2,Z8
t__SGB1668,C2,U4
t__SGB1668,C2,Z7
t__SGB1668,C2,U12
t__SGB1668,C2,Z5
t__SGB1668,Z5,Z8
t__SGB1668,Z5,Z7
t__SGB1668,ERR14760436,ERR14760809
t__SGB1668,Z10,Z4
t__SGB1668,C5,Z4
t__SGB1668,C5,Z10
t__SGB1668,ERR14760504,ERR14760770
t__SGB1668,C1,Z1
t__SGB1668,Z2,Z3
t__SGB1668,U11,Z9
t__SGB1668,Z6,Z9
t__SGB1672,ERR14760670,ERR14760809
t__SGB1672,ERR14760509,ERR14760847
t__SGB1672,U3,Z2
t__SGB1672,U3,U4
t__SGB1672,U3,U8
t__SGB1672,U4,Z2
t__SGB1672,U4,U8
t__SGB1672,U8,Z2
t__SGB1672,Z11,Z12
t__SGB1672,C1,Z6
t__SGB1672,C1,U10
t__SGB1672,C1,U11
t__SGB1672,U10,Z6
t__SGB1672,U10,U11
t__SGB1672,U11,Z6
t__SGB1672,Z10,Z8
t__SGB1672,C6,Z10
t__SGB1672,C6,Z8
t__SGB1672,C12,U5
t__SGB1676,ERR14760606,ERR14760865
t__SGB1676,ERR14760509,ERR14760606
t__SGB1676,ERR14760509,ERR14760865
t__SGB1676,ERR14760509,ERR14760538
t__SGB1676,ERR14760538,ERR14760606
t__SGB1676,ERR14760538,ERR14760865
t__SGB1676,ERR14760436,ERR14760606
t__SGB1676,ERR14760436,ERR14760509
t__SGB1676,ERR14760436,ERR14760865
t__SGB1676,ERR14760436,ERR14760538
t__SGB1676,C5,Z5
t__SGB1676,C5,Z4
t__SGB1676,ERR14760442,ERR14760504
t__SGB1676,C6,Z2
t__SGB1676,C6,Z7
t__SGB1676,C6,U10
t__SGB1676,C6,Z6
t__SGB1676,C6,Z4
t__SGB1676,C6,U11
t__SGB1676,Z2,Z7
t__SGB1676,Z2,Z6
t__SGB1676,Z2,Z4
t__SGB1676,C11,C6
t__SGB1676,C11,Z2
t__SGB1676,C11,Z7
t__SGB1676,C11,U10
t__SGB1676,C11,C12
t__SGB1676,C11,Z6
t__SGB1676,C11,C2
t__SGB1676,C11,Z4
t__SGB1676,U10,Z2
t__SGB1676,U10,Z7
t__SGB1676,U10,Z6
t__SGB1676,U10,Z4
t__SGB1676,C12,C6
t__SGB1676,C12,Z2
t__SGB1676,C12,Z7
t__SGB1676,C12,U10
t__SGB1676,C12,Z6
t__SGB1676,C12,C2
t__SGB1676,Z6,Z7
t__SGB1676,C2,C6
t__SGB1676,C2,Z2
t__SGB1676,C2,Z7
t__SGB1676,C2,U10
t__SGB1676,C2,Z6
t__SGB1676,Z4,Z9
t__SGB1676,U11,Z4
t__SGB1676,U11,U12
t__SGB1676,U11,Z9
t__SGB1676,U12,Z4
t__SGB1676,C1,Z4
t__SGB1676,C9,Z10
t__SGB1676,C9,U5
t__SGB1676,Z10,Z4
t__SGB1676,U5,Z10
t__SGB1676,U5,U6
t__SGB1676,U6,Z10
t__SGB1676,U4,Z10
t__SGB1676,U4,U5
t__SGB1676,U4,U6
t__SGB1676,U3,Z4
t__SGB1676,U3,Z11
t__SGB1676,U3,Z3
t__SGB1676,U3,U8
t__SGB1677,C10,Z9
t__SGB1677,U1,U6
t__SGB1677,U1,Z8
t__SGB1677,U6,Z8
t__SGB1677,U11,U9
t__SGB1677,U11,U5
t__SGB1677,U11,U7
t__SGB1677,U5,U9
t__SGB1677,U5,U7
t__SGB1677,U7,U9
t__SGB1677,C5,U9
t__SGB1677,C5,U11
t__SGB1677,C5,U5
t__SGB1677,C5,U7
t__SGB1677,U4,Z5
t__SGB1677,C8,U4
t__SGB1677,C8,Z5
t__SGB1677,ERR14760509,ERR14760710
t__SGB1677,C2,U4
t__SGB1677,C2,C8
t__SGB1677,C2,Z5
t__SGB1677,ERR14760576,ERR14760695
t__SGB1677,ERR14760442,ERR14760648
t__SGB1677,U10,Z1
t__SGB1677,C3,U12
t__SGB1679,C5,U12
t__SGB1679,C5,U6
t__SGB1679,C1,C5
t__SGB1679,C1,U12
t__SGB1679,C1,U6
t__SGB1679,U12,U6
t__SGB1679,U6,Z7
t__SGB1679,U6,Z1
t__SGB1679,U6,Z11
t__SGB1679,C9,Z1
t__SGB1679,C9,Z11
t__SGB1679,Z1,Z11
t__SGB1679,ERR14760704,ERR14760762
t__SGB1679,ERR14760648,ERR14760704
t__SGB1679,ERR14760648,ERR14760762
t__SGB1679,U11,Z3
t__SGB1679,C2,Z3
t__SGB1679,U3,U5
t__SGB1679,U3,Z2
t__SGB1679,ERR14760786,ERR14760844
t__SGB1679,C6,U6
t__SGB1679,C6,C7
t__SGB1679,C4,C6
t__SGB1679,Z10,Z12
t__SGB1679,ERR14760644,ERR14760810
t__SGB1679,C8,Z5
t__SGB1680,Z5,Z9
t__SGB1680,Z5,Z6
t__SGB1680,Z6,Z9
t__SGB1680,U11,U3
t__SGB1680,U11,U9
t__SGB1680,U3,U9
t__SGB1680,U3,U8
t__SGB1680,U8,U9
t__SGB1680,U7,Z11
t__SGB1680,C12,U6
t__SGB1680,ERR14760561,ERR14760637
t__SGB1699,U8,Z2
t__SGB1699,C5,Z3
t__SGB1699,C10,Z6
t__SGB1699,U4,Z4
t__SGB1699,C2,U4
t__SGB1699,C2,Z4
t__SGB1699,ERR14760770,ERR14760847
t__SGB1699,Z10,Z4
t__SGB1699,Z11,Z9
t__SGB1699,C12,Z10
t__SGB1699,C12,Z11
t__SGB1699,C12,Z9
t__SGB1699,C12,C6
t__SGB1699,C12,U11
t__SGB1699,C12,C8
t__SGB1699,C12,Z4
t__SGB1699,C6,Z10
t__SGB1699,C6,Z11
t__SGB1699,C6,Z9
t__SGB1699,C6,U11
t__SGB1699,C6,C8
t__SGB1699,C6,Z4
t__SGB1699,U11,Z11
t__SGB1699,U11,Z9
t__SGB1699,U11,Z4
t__SGB1699,C8,U11
t__SGB1699,ERR14760576,ERR14760606
t__SGB1699,C11,Z1
t__SGB1699,U12,Z4
t__SGB1699,U1,Z4
t__SGB1699,U1,U3
t__SGB1699,U1,U6
t__SGB1699,U3,Z4
t__SGB1699,U3,U6
t__SGB1699,U6,Z4
t__SGB1701,U6,Z9
t__SGB1701,U9,Z5
t__SGB1701,U11,U9
t__SGB1701,U11,Z5
t__SGB1701,C2,U11
t__SGB1701,C2,Z5
t__SGB1701,ERR14760509,ERR14760620
t__SGB1701,ERR14760620,ERR14760695
t__SGB1701,C8,U3
t__SGB1814,C3,U2
t__SGB1814,U1,U10
t__SGB1814,ERR14760844,ERR14760847
t__SGB1814,ERR14760810,ERR14760844
t__SGB1814,ERR14760644,ERR14760844
t__SGB1814,ERR14760644,ERR14760810
t__SGB1814,ERR14760644,ERR14760718
t__SGB1814,ERR14760718,ERR14760844
t__SGB1814,ERR14760718,ERR14760810
t__SGB1814,ERR14760435,ERR14760611
t__SGB1814,ERR14760704,ERR14760762
t__SGB1928,Z12,Z3
t__SGB1928,C1,Z11
t__SGB1928,U3,U9
t__SGB1928,C12,Z8
t__SGB1928,C12,U5
t__SGB1928,U5,Z8
t__SGB1928,C9,Z4
t__SGB1928,ERR14760648,ERR14760809
t__SGB1934,ERR14760724,ERR14760762
t__SGB1934,ERR14760548,ERR14760786
t__SGB1934,ERR14760435,ERR14760447
t__SGB1934,C4,Z7
t__SGB1934,C4,Z2
t__SGB1934,Z2,Z7
t__SGB1934,ERR14760837,ERR14760847
t__SGB19694,C9,Z10
t__SGB19694,C2,C9
t__SGB19694,C2,U5
t__SGB19694,C5,U8
t__SGB19694,C5,U5
t__SGB19694,U5,U8
t__SGB19694,C8,Z12
t__SGB19694,C6,Z11
t__SGB19694,C1,C6
t__SGB19694,C1,Z11
t__SGB2021,C9,Z6
t__SGB2021,C8,U4
t__SGB2021,C8,Z3
t__SGB2021,U4,Z3
t__SGB2021,ERR14760426,ERR14760619
t__SGB2021,C1,U3
t__SGB2021,U12,Z12
t__SGB2021,C7,Z10
t__SGB2021,C2,Z5
t__SGB2230,C11,U12
t__SGB2230,C11,C2
t__SGB2230,C2,U12
t__SGB2230,U4,U8
t__SGB2230,C9,Z3
t__SGB2230,ERR14760576,ERR14760695
t__SGB2230,U6,U7
t__SGB2230,C4,U6
t__SGB2230,U3,U6
t__SGB2230,U3,Z4
t__SGB2230,U11,U3
t__SGB2230,U11,Z4
t__SGB2230,C5,U3
t__SGB2230,C5,Z4
t__SGB2230,C5,U11
t__SGB2071,U12,Z12
t__SGB2071,U12,Z3
t__SGB2071,U12,Z5
t__SGB2071,U12,U9
t__SGB2071,U12,Z8
t__SGB2071,Z12,Z3
t__SGB2071,Z12,Z5
t__SGB2071,Z12,Z8
t__SGB2071,C3,U12
t__SGB2071,C3,Z12
t__SGB2071,C3,Z3
t__SGB2071,C3,Z5
t__SGB2071,C3,U9
t__SGB2071,C3,Z8
t__SGB2071,U1,Z2
t__SGB2071,ERR14760697,ERR14760770
t__SGB2071,U4,U7
t__SGB2071,C5,Z10
t__SGB2071,ERR14760426,ERR14760619
t__SGB2071,Z10,Z4
t__SGB2071,C10,C6
t__SGB2071,ERR14760644,ERR14760810
t__SGB2071,ERR14760548,ERR14760865
t__SGB2071,Z3,Z8
t__SGB2071,Z5,Z8
t__SGB2071,U9,Z12
t__SGB2071,U9,Z3
t__SGB2071,U9,Z5
t__SGB2071,U9,Z8
