SGB,Sample1,Sample2
t__SGB4894,ERR14760442,ERR14760810
t__SGB4894,ERR14760504,ERR14760837
t__SGB4894,ERR14760603,ERR14760837
t__SGB4894,U5,Z5
t__SGB4894,U10,U5
t__SGB4894,C11,U5
t__SGB4894,C11,C6
t__SGB4894,C11,Z8
t__SGB4894,ERR14760441,ERR14760576
t__SGB4894,C8,Z6
t__SGB4894,Z12,Z6
t__SGB4894,C3,Z12
t__SGB4894,C3,U4
t__SGB4894,U4,Z12
t__SGB4894,U6,Z12
t__SGB4894,U8,U9
t__SGB4894,U8,Z3
t__SGB4894,C1,U8
t__SGB4894,C1,Z3
t__SGB4894,C1,U12
t__SGB4894,U3,U8
t__SGB4894,C7,U7
t__SGB4894,C9,U7
t__SGB4894,C10,U5
t__SGB4894,C10,Z2
t__SGB4894,C10,U1
t__SGB4894,ERR14760436,ERR14760697
t__SGB4894,ERR14760648,ERR14760697
t__SGB4900,ERR14760637,ERR14760844
t__SGB4900,ERR14760509,ERR14760844
t__SGB4900,C9,U3
t__SGB4900,C3,C9
t__SGB4900,C10,C9
t__SGB4900,C10,C3
t__SGB4900,U3,U7
t__SGB4900,C1,C7
t__SGB4900,ERR14760611,ERR14760867
t__SGB4900,C11,U5
t__SGB4900,C11,U12
t__SGB4900,C11,C6
t__SGB4900,C6,U6
t__SGB4900,C6,Z3
t__SGB4900,C6,C7
t__SGB4900,C7,U3
t__SGB4900,C7,Z1
t__SGB4900,C7,U9
t__SGB4900,C5,C7
t__SGB4900,ERR14760447,ERR14760653
t__SGB4900,ERR14760653,ERR14760864
t__SGB4900,ERR14760561,ERR14760603
t__SGB4909,U2,Z7
t__SGB4909,C7,U2
t__SGB4909,C7,Z7
t__SGB4909,ERR14760704,ERR14760837
t__SGB4909,ERR14760628,ERR14760837
t__SGB4909,ERR14760628,ERR14760718
t__SGB4909,ERR14760718,ERR14760837
t__SGB4909,U10,U12
t__SGB4909,ERR14760561,ERR14760618
t__SGB4909,ERR14760561,ERR14760847
t__SGB4909,ERR14760637,ERR14760670
t__SGB4909,ERR14760637,ERR14760847
t__SGB4909,ERR14760670,ERR14760847
t__SGB4909,ERR14760762,ERR14760847
t__SGB4909,C10,U12
t__SGB4909,C10,C3
t__SGB4909,C3,U12
t__SGB4909,C1,Z10
t__SGB4909,C1,C12
t__SGB4910,ERR14760618,ERR14760810
t__SGB4910,ERR14760618,ERR14760865
t__SGB4910,ERR14760441,ERR14760618
t__SGB4910,ERR14760441,ERR14760538
t__SGB4910,ERR14760441,ERR14760447
t__SGB4910,ERR14760810,ERR14760865
t__SGB4910,ERR14760538,ERR14760618
t__SGB4910,ERR14760538,ERR14760810
t__SGB4910,ERR14760538,ERR14760581
t__SGB4910,ERR14760538,ERR14760844
t__SGB4910,ERR14760538,ERR14760865
t__SGB4910,ERR14760447,ERR14760618
t__SGB4910,ERR14760447,ERR14760810
t__SGB4910,ERR14760447,ERR14760538
t__SGB4910,ERR14760447,ERR14760581
t__SGB4910,ERR14760447,ERR14760844
t__SGB4910,ERR14760447,ERR14760509
t__SGB4910,ERR14760447,ERR14760865
t__SGB4910,ERR14760561,ERR14760611
t__SGB4910,ERR14760504,ERR14760670
t__SGB4910,ERR14760704,ERR14760762
t__SGB4910,C5,U9
t__SGB4910,C5,C6
t__SGB4910,C8,Z6
t__SGB4910,C8,U4
t__SGB4910,U4,Z6
t__SGB4910,C6,Z6
t__SGB4910,C6,C8
t__SGB4910,C6,U4
t__SGB4910,C6,Z10
t__SGB4910,C6,C9
t__SGB4910,C2,C6
t__SGB4910,ERR14760436,ERR14760538
t__SGB4910,ERR14760436,ERR14760581
t__SGB4910,ERR14760581,ERR14760865
t__SGB4910,ERR14760844,ERR14760865
t__SGB4910,ERR14760509,ERR14760538
t__SGB4910,ERR14760509,ERR14760844
t__SGB4910,ERR14760509,ERR14760865
t__SGB4914,C5,Z10
t__SGB4914,Z10,Z5
t__SGB4914,U6,Z5
t__SGB4914,U6,Z10
t__SGB4914,ERR14760435,ERR14760447
t__SGB4914,ERR14760435,ERR14760628
t__SGB4914,ERR14760447,ERR14760628
t__SGB4914,ERR14760504,ERR14760704
t__SGB4914,ERR14760436,ERR14760561
t__SGB4914,ERR14760436,ERR14760810
t__SGB4914,ERR14760426,ERR14760441
t__SGB4914,C2,C3
t__SGB4914,C2,C4
t__SGB4914,U10,U12
t__SGB4914,C10,U10
t__SGB4914,ERR14760441,ERR14760844
t__SGB4925,ERR14760786,ERR14760867
t__SGB4925,ERR14760786,ERR14760865
t__SGB4925,ERR14760603,ERR14760786
t__SGB4925,ERR14760426,ERR14760786
t__SGB4925,ERR14760704,ERR14760762
t__SGB4925,U12,U8
t__SGB4925,C12,Z8
t__SGB4925,C2,U12
t__SGB4925,C2,U8
t__SGB4925,C2,C4
t__SGB4925,ERR14760724,ERR14760786
t__SGB4925,C1,U12
t__SGB4925,C1,C2
t__SGB4925,C1,Z6
t__SGB4925,ERR14760606,ERR14760786
t__SGB4925,ERR14760606,ERR14760865
t__SGB4933,Z5,Z6
t__SGB4933,U4,Z1
t__SGB4933,U4,U6
t__SGB4933,U6,Z1
t__SGB4933,C1,U4
t__SGB4933,Z2,Z3
t__SGB4933,Z2,Z4
t__SGB4933,Z3,Z4
t__SGB4933,U11,Z2
t__SGB4933,U11,Z3
t__SGB4933,U11,Z4
t__SGB4933,C2,U11
t__SGB4933,C2,C4
t__SGB4933,C2,U2
t__SGB4933,C2,Z7
t__SGB4933,ERR14760435,ERR14760611
t__SGB4933,ERR14760435,ERR14760447
t__SGB4933,ERR14760603,ERR14760611
t__SGB4933,ERR14760447,ERR14760603
t__SGB4933,ERR14760447,ERR14760611
t__SGB4933,C7,Z8
t__SGB4933,ERR14760710,ERR14760718
t__SGB4933,ERR14760710,ERR14760810
t__SGB4933,ERR14760718,ERR14760810
t__SGB4933,U10,U2
t__SGB4933,C3,U2
t__SGB4933,ERR14760618,ERR14760695
t__SGB4933,C8,U2
t__SGB4933,ERR14760561,ERR14760718
t__SGB4933,ERR14760561,ERR14760631
t__SGB4933,ERR14760538,ERR14760561
t__SGB4933,C10,Z9
t__SGB4933,ERR14760426,ERR14760718
t__SGB4933,ERR14760426,ERR14760561
t__SGB4933,ERR14760426,ERR14760538
t__SGB4933,ERR14760426,ERR14760786
t__SGB4933,ERR14760426,ERR14760637
t__SGB4933,U1,Z7
t__SGB4933,C9,Z7
t__SGB4933,C9,U1
t__SGB4933,U5,Z12
t__SGB4933,U8,Z2
t__SGB4933,U8,Z4
t__SGB4933,C5,U8
t__SGB4933,Z11,Z5
t__SGB4933,Z11,Z6
t__SGB4938,ERR14760504,ERR14760809
t__SGB4938,C11,U5
t__SGB4938,C1,C11
t__SGB4938,C1,U5
t__SGB4938,C12,U12
t__SGB4938,C5,C7
t__SGB4938,C5,Z9
t__SGB4940,ERR14760426,ERR14760526
t__SGB4940,ERR14760561,ERR14760704
t__SGB4940,ERR14760561,ERR14760637
t__SGB4940,ERR14760561,ERR14760695
t__SGB4940,ERR14760864,ERR14760865
t__SGB4940,C7,U12
t__SGB4940,ERR14760441,ERR14760704
t__SGB4940,C10,C7
t__SGB4940,C10,C2
t__SGB4940,ERR14760704,ERR14760762
t__SGB4940,ERR14760704,ERR14760840
t__SGB4940,ERR14760762,ERR14760840
t__SGB4940,ERR14760436,ERR14760561
t__SGB4940,ERR14760436,ERR14760704
t__SGB4940,ERR14760436,ERR14760637
t__SGB4940,ERR14760436,ERR14760603
t__SGB4940,ERR14760436,ERR14760695
t__SGB4940,ERR14760637,ERR14760704
t__SGB4940,ERR14760637,ERR14760695
t__SGB4940,ERR14760603,ERR14760704
t__SGB4940,ERR14760603,ERR14760637
t__SGB4940,ERR14760603,ERR14760695
t__SGB4940,ERR14760695,ERR14760704
t__SGB4940,ERR14760695,ERR14760762
t__SGB4940,ERR14760695,ERR14760840
t__SGB4940,C1,Z2
t__SGB4940,C5,U6
t__SGB4940,Z7,Z9
t__SGB4940,Z3,Z6
t__SGB4940,U5,Z1
t__SGB4940,U3,Z2
t__SGB4940,U3,U6
t__SGB4940,ERR14760509,ERR14760561
t__SGB4940,ERR14760526,ERR14760561
t__SGB4993,C1,U3
t__SGB4993,U3,Z10
t__SGB4993,U3,Z6
t__SGB4993,U3,U6
t__SGB4993,C12,U4
t__SGB4993,C7,U11
t__SGB4993,C7,U9
t__SGB4993,C7,U2
t__SGB4993,C7,Z7
t__SGB4993,C7,U8
t__SGB4993,C11,C7
t__SGB4993,U11,U9
t__SGB4993,U11,U2
t__SGB4993,U11,Z4
t__SGB4993,U11,Z7
t__SGB4993,U11,U8
t__SGB4993,U9,Z7
t__SGB4993,U2,U9
t__SGB4993,U2,U8
t__SGB4993,C10,C7
t__SGB4993,C10,U11
t__SGB4993,C10,U9
t__SGB4993,C10,U2
t__SGB4993,C10,Z7
t__SGB4993,C10,C5
t__SGB4993,C10,U8
t__SGB4993,U1,U8
t__SGB4993,C3,U11
t__SGB4993,C3,Z4
t__SGB4993,C3,Z7
t__SGB4993,C3,C5
t__SGB4993,C3,U8
t__SGB4993,Z4,Z7
t__SGB4993,C5,C7
t__SGB4993,C5,U11
t__SGB4993,C5,U9
t__SGB4993,C5,U2
t__SGB4993,C5,Z4
t__SGB4993,C5,Z7
t__SGB4993,C5,U8
t__SGB4993,U8,U9
t__SGB4993,U8,Z4
t__SGB4993,U8,Z7
t__SGB4993,ERR14760460,ERR14760611
t__SGB5065,U6,U9
t__SGB5065,C5,U12
t__SGB5065,ERR14760865,ERR14760867
t__SGB5065,C2,C9
t__SGB5065,ERR14760561,ERR14760865
t__SGB5065,U7,Z2
t__SGB5065,C10,U7
t__SGB5065,C10,Z2
t__SGB5082,C10,Z12
t__SGB5082,C10,U2
t__SGB5082,C10,C5
t__SGB5082,U1,U2
t__SGB5082,U2,Z12
t__SGB5082,ERR14760435,ERR14760628
t__SGB5082,ERR14760603,ERR14760810
t__SGB5082,ERR14760619,ERR14760637
t__SGB5082,ERR14760786,ERR14760867
t__SGB5082,ERR14760611,ERR14760786
t__SGB5082,ERR14760611,ERR14760867
t__SGB5082,ERR14760561,ERR14760786
t__SGB5082,ERR14760561,ERR14760611
t__SGB5082,ERR14760561,ERR14760867
t__SGB5082,ERR14760538,ERR14760606
t__SGB5082,C5,Z12
t__SGB5082,C5,U2
t__SGB5111,ERR14760436,ERR14760786
t__SGB5111,ERR14760436,ERR14760606
t__SGB5111,ERR14760436,ERR14760844
t__SGB5111,ERR14760644,ERR14760810
t__SGB5111,C10,Z12
t__SGB5190,ERR14760611,ERR14760619
t__SGB5190,ERR14760611,ERR14760867
t__SGB5190,ERR14760619,ERR14760867
t__SGB5190,ERR14760561,ERR14760611
t__SGB5190,ERR14760561,ERR14760619
t__SGB5190,ERR14760561,ERR14760867
t__SGB5190,U4,Z7
t__SGB5190,U10,U4
t__SGB5190,ERR14760576,ERR14760847
t__SGB5190,ERR14760426,ERR14760509
t__SGB5239,C12,U9
t__SGB5239,C12,U11
t__SGB5239,C12,C6
t__SGB5239,C12,Z6
t__SGB5239,C12,U5
t__SGB5239,C12,Z10
t__SGB5239,U8,Z5
t__SGB5239,U3,U9
t__SGB5239,C9,U3
t__SGB5239,C9,U9
t__SGB5239,C9,Z2
t__SGB5239,C9,U11
t__SGB5239,U9,Z2
t__SGB5239,U9,Z3
t__SGB5239,U9,Z6
t__SGB5239,U11,U3
t__SGB5239,U11,U9
t__SGB5239,U11,Z2
t__SGB5239,U11,Z3
t__SGB5239,C6,U8
t__SGB5239,C6,U3
t__SGB5239,C6,C9
t__SGB5239,C6,U9
t__SGB5239,C6,Z2
t__SGB5239,C6,U11
t__SGB5239,C6,U7
t__SGB5239,C6,Z12
t__SGB5239,C6,Z11
t__SGB5239,C6,Z3
t__SGB5239,C6,Z6
t__SGB5239,C6,U5
t__SGB5239,C6,Z10
t__SGB5239,Z12,Z3
t__SGB5239,Z11,Z3
t__SGB5239,U5,Z6
t__SGB5239,Z10,Z6
t__SGB5239,C1,C12
t__SGB5752,U6,Z5
t__SGB5752,U6,Z2
t__SGB5752,U6,Z1
t__SGB5752,U6,Z3
t__SGB5752,U6,U9
t__SGB5752,U6,Z9
t__SGB5752,U6,Z10
t__SGB5752,Z2,Z5
t__SGB5752,Z2,Z3
t__SGB5752,Z1,Z5
t__SGB5752,Z1,Z2
t__SGB5752,Z1,Z3
t__SGB5752,Z3,Z5
t__SGB5752,U9,Z5
t__SGB5752,U9,Z2
t__SGB5752,U9,Z1
t__SGB5752,U9,Z3
t__SGB5752,U9,Z10
t__SGB5752,U4,U6
t__SGB5752,U4,Z5
t__SGB5752,U4,Z2
t__SGB5752,U4,Z1
t__SGB5752,U4,Z3
t__SGB5752,U4,U9
t__SGB5752,U4,Z9
t__SGB5752,U4,Z10
t__SGB5752,U1,U4
t__SGB5752,U1,Z9
t__SGB5752,ERR14760442,ERR14760509
t__SGB5752,C11,U11
t__SGB5752,C11,Z6
t__SGB5752,C11,C7
t__SGB5752,C11,C8
t__SGB5752,C11,Z10
t__SGB5752,U11,Z6
t__SGB5752,U11,Z10
t__SGB5752,C7,C8
t__SGB5752,C7,Z4
t__SGB5752,C7,Z10
t__SGB5752,C8,Z4
t__SGB5752,C8,Z10
t__SGB5752,U3,Z4
t__SGB5752,U3,Z10
t__SGB5752,C1,Z4
t__SGB5752,C1,Z10
t__SGB5752,Z10,Z5
t__SGB5752,Z10,Z2
t__SGB5752,Z10,Z6
t__SGB5752,Z10,Z4
t__SGB5763,C9,U4
t__SGB5763,C9,U3
t__SGB5763,C9,U12
t__SGB5763,C5,C9
t__SGB5763,C6,C9
t__SGB5763,C6,Z9
t__SGB5763,C6,U3
t__SGB5763,C6,U6
t__SGB5763,C6,U12
t__SGB5763,C4,U3
t__SGB5763,C4,U6
t__SGB5763,U3,Z10
t__SGB5763,U3,Z5
t__SGB5763,U3,Z6
t__SGB5763,U3,Z4
t__SGB5763,U3,U9
t__SGB5763,U3,U6
t__SGB5763,C8,U3
t__SGB5763,C8,Z10
t__SGB5763,C8,Z6
t__SGB5763,C8,U9
t__SGB5763,C8,U6
t__SGB5763,Z10,Z6
t__SGB5763,Z5,Z6
t__SGB5763,ERR14760426,ERR14760809
t__SGB5763,U9,Z10
t__SGB5763,U9,Z4
t__SGB5763,U11,U3
t__SGB5763,U11,U9
t__SGB5763,C12,U3
t__SGB5763,C12,Z10
t__SGB5763,C12,U9
t__SGB5763,C12,Z2
t__SGB5763,C12,Z3
t__SGB5763,C12,U8
t__SGB5763,C12,U6
t__SGB5763,U6,Z10
t__SGB5763,U6,U9
t__SGB5763,U12,U4
t__SGB5763,U12,U3
t__SGB5763,U12,U6
t__SGB5763,C10,Z1
t__SGB5763,C1,C11
t__SGB5763,C1,Z7
t__SGB5763,C1,U5
t__SGB5763,U5,Z7
t__SGB5763,C7,Z12
t__SGB5763,C7,Z11
t__SGB5763,C3,C7
t__SGB5763,C3,Z12
t__SGB5809,ERR14760509,ERR14760648
t__SGB5809,ERR14760509,ERR14760606
t__SGB5809,ERR14760509,ERR14760620
t__SGB5809,ERR14760620,ERR14760650
t__SGB5809,C11,Z5
t__SGB5809,C11,Z6
t__SGB5809,Z5,Z6
t__SGB5809,ERR14760504,ERR14760770
t__SGB5809,C9,Z6
t__SGB5809,C8,U3
t__SGB5809,U3,U9
t__SGB5809,U3,Z4
t__SGB5809,U3,U5
t__SGB5809,U3,Z1
t__SGB5809,U3,U7
t__SGB5809,U3,Z11
t__SGB5809,C1,C8
t__SGB5809,C1,U3
t__SGB5809,C1,U9
t__SGB5809,C1,Z4
t__SGB5809,C1,U5
t__SGB5809,C1,C5
t__SGB5809,C1,Z1
t__SGB5809,C1,U7
t__SGB5809,C1,Z11
t__SGB5809,U5,Z3
t__SGB5809,U5,U7
t__SGB5809,U5,Z11
t__SGB5809,C6,U8
t__SGB5809,C6,U12
t__SGB5809,U12,U8
t__SGB5809,C5,U3
t__SGB5809,C5,U5
t__SGB5809,C5,Z1
t__SGB5809,C5,U7
t__SGB5809,C5,Z11
t__SGB5809,Z1,Z11
t__SGB5809,C7,Z11
t__SGB5809,ERR14760618,ERR14760704
t__SGB5809,ERR14760447,ERR14760704
t__SGB5809,ERR14760447,ERR14760670
t__SGB5809,ERR14760670,ERR14760704
t__SGB5809,ERR14760653,ERR14760670
t__SGB5809,U7,Z1
t__SGB5809,U7,Z11
t__SGB5809,Z11,Z3
t__SGB5906,ERR14760538,ERR14760606
t__SGB5906,U11,Z3
t__SGB5906,U11,Z12
t__SGB5906,Z12,Z3
t__SGB5906,C8,U11
t__SGB5906,ERR14760509,ERR14760561
t__SGB5906,ERR14760509,ERR14760611
t__SGB5906,ERR14760561,ERR14760611
t__SGB5906,ERR14760695,ERR14760864
t__SGB5906,ERR14760695,ERR14760867
t__SGB5906,ERR14760695,ERR14760865
t__SGB5906,ERR14760436,ERR14760695
t__SGB5906,ERR14760436,ERR14760864
t__SGB5906,ERR14760436,ERR14760867
t__SGB5906,ERR14760436,ERR14760442
t__SGB5906,ERR14760436,ERR14760865
t__SGB5906,ERR14760864,ERR14760865
t__SGB5906,ERR14760442,ERR14760695
t__SGB5906,ERR14760442,ERR14760867
t__SGB5906,ERR14760442,ERR14760865
t__SGB5906,ERR14760865,ERR14760867
t__SGB5906,ERR14760603,ERR14760847
t__SGB5906,U5,U8
t__SGB5906,U5,Z8
t__SGB5906,U8,Z8
t__SGB5906,C11,U5
t__SGB5906,C11,U8
t__SGB5906,C11,Z8
t__SGB6179,C12,Z7
t__SGB6179,C12,C5
t__SGB6179,C12,C9
t__SGB6179,C12,Z1
t__SGB6179,C12,U5
t__SGB6179,C12,U11
t__SGB6179,C12,Z9
t__SGB6179,C12,U10
t__SGB6179,C10,C12
t__SGB6179,C10,C5
t__SGB6179,C10,U5
t__SGB6179,C10,U11
t__SGB6179,C10,U10
t__SGB6179,C5,U10
t__SGB6179,C9,U5
t__SGB6179,C9,U10
t__SGB6179,Z1,Z9
t__SGB6179,U5,Z1
t__SGB6179,U5,Z6
t__SGB6179,U5,Z9
t__SGB6179,U5,U6
t__SGB6179,U11,Z1
t__SGB6179,U11,Z6
t__SGB6179,U11,U5
t__SGB6179,U11,Z9
t__SGB6179,U11,U6
t__SGB6179,C11,U5
t__SGB6179,C11,U11
t__SGB6179,C4,U5
t__SGB6179,C4,U11
t__SGB6179,U6,Z9
t__SGB6179,U10,Z7
t__SGB6179,U10,Z1
t__SGB6179,U10,U5
t__SGB6179,U10,U11
t__SGB6179,U10,Z9
t__SGB6461,C8,C9
t__SGB6461,C8,Z4
t__SGB6461,C9,U5
t__SGB6461,C11,U9
t__SGB6461,U12,U6
t__SGB6461,C6,C8
t__SGB6461,C6,C9
t__SGB6461,C6,U5
t__SGB6461,C6,Z4
t__SGB6796,C2,U11
t__SGB6796,C2,C7
t__SGB6796,C10,C2
t__SGB6796,C10,U11
t__SGB6796,C10,C7
t__SGB6796,C10,Z8
t__SGB6796,C10,C8
t__SGB6796,C11,Z6
t__SGB6796,U4,U7
t__SGB6796,Z11,Z12
t__SGB6796,C7,U11
t__SGB6796,C7,Z8
t__SGB6796,C7,C8
t__SGB6796,C8,Z8
t__SGB6796,C3,Z9
t__SGB6796,U5,Z7
t__SGB6796,ERR14760606,ERR14760786
t__SGB6806,C8,C9
t__SGB6806,C4,C9
t__SGB6806,C4,C8
t__SGB6806,U2,Z4
t__SGB6806,C3,U1
t__SGB6806,U12,Z11
t__SGB6823,C11,Z6
t__SGB6823,C11,U5
t__SGB6823,C11,Z3
t__SGB6823,Z6,Z7
t__SGB6823,U6,Z6
t__SGB6823,U6,Z7
t__SGB6823,U6,Z2
t__SGB6823,Z2,Z6
t__SGB6823,Z2,Z7
t__SGB6823,C6,Z10
t__SGB6823,C6,U8
t__SGB6823,C1,Z9
t__SGB6823,ERR14760619,ERR14760620
t__SGB6823,U5,Z3
t__SGB6823,Z3,Z6
t__SGB6836,U6,Z8
t__SGB6836,C4,U6
t__SGB6836,C4,U11
t__SGB6836,C4,Z8
t__SGB6836,U11,U6
t__SGB6836,U11,Z8
t__SGB6836,U2,U4
t__SGB6836,U2,Z7
t__SGB6836,U2,Z1
t__SGB6836,U2,U8
t__SGB6836,U2,Z3
t__SGB6836,U2,U9
t__SGB6836,U2,Z11
t__SGB6836,U2,Z12
t__SGB6836,C3,U2
t__SGB6836,C3,U4
t__SGB6836,C3,Z7
t__SGB6836,C3,Z1
t__SGB6836,C3,C9
t__SGB6836,C3,Z3
t__SGB6836,C3,U9
t__SGB6836,U4,Z7
t__SGB6836,U4,Z1
t__SGB6836,U4,U8
t__SGB6836,U4,Z3
t__SGB6836,U4,U9
t__SGB6836,C2,U2
t__SGB6836,C2,C3
t__SGB6836,C2,U4
t__SGB6836,C2,Z7
t__SGB6836,C2,Z1
t__SGB6836,C2,C8
t__SGB6836,C2,U8
t__SGB6836,C2,C9
t__SGB6836,C2,Z3
t__SGB6836,C2,U9
t__SGB6836,Z1,Z7
t__SGB6836,C8,U2
t__SGB6836,C8,U4
t__SGB6836,C8,U8
t__SGB6836,C8,C9
t__SGB6836,C8,Z3
t__SGB6836,C8,U9
t__SGB6836,U8,Z3
t__SGB6836,U8,U9
t__SGB6836,C9,U2
t__SGB6836,C9,U4
t__SGB6836,C9,U8
t__SGB6836,C9,Z3
t__SGB6836,C9,U9
t__SGB6836,U9,Z7
t__SGB6836,U9,Z1
t__SGB6836,U9,Z3
t__SGB6836,U9,Z9
t__SGB6836,U9,Z11
t__SGB6836,U9,Z12
t__SGB6836,U12,U2
t__SGB6836,U12,U9
t__SGB6836,U12,Z11
t__SGB6836,U12,Z12
t__SGB6836,C5,U2
t__SGB6836,C5,U9
t__SGB6836,C5,U12
t__SGB6836,C5,Z11
t__SGB6836,C5,Z12
t__SGB6836,C10,U9
t__SGB6836,C10,U12
t__SGB6836,C10,C5
t__SGB6836,C10,Z11
t__SGB6836,C10,Z12
t__SGB6836,Z11,Z12
t__SGB6836,Z12,Z5
t__SGB6836,U3,U7
t__SGB6836,C11,Z2
t__SGB6836,C11,C12
t__SGB6836,C12,Z2
t__SGB6836,C12,Z4
t__SGB6836,C12,U5
t__SGB6836,U5,Z4
t__SGB9273,ERR14760538,ERR14760606
t__SGB9273,ERR14760504,ERR14760648
t__SGB9712_group,ERR14760611,ERR14760631
t__SGB9712_group,ERR14760435,ERR14760526
t__SGB9712_group,U5,U8
t__SGB9712_group,U5,Z2
t__SGB9712_group,U5,Z9
t__SGB9712_group,U8,Z2
t__SGB9712_group,U8,Z9
t__SGB9712_group,C5,U5
t__SGB9712_group,C5,U2
t__SGB9712_group,C5,C9
t__SGB9712_group,C5,Z2
t__SGB9712_group,C5,Z9
t__SGB9712_group,C12,U5
t__SGB9712_group,C12,C5
t__SGB9712_group,C12,U2
t__SGB9712_group,C12,C9
t__SGB9712_group,C12,Z2
t__SGB9712_group,C12,Z9
t__SGB9712_group,C10,U5
t__SGB9712_group,C10,U8
t__SGB9712_group,C10,C5
t__SGB9712_group,C10,C12
t__SGB9712_group,C10,U2
t__SGB9712_group,C10,C9
t__SGB9712_group,C10,Z2
t__SGB9712_group,C10,U11
t__SGB9712_group,C10,U12
t__SGB9712_group,C10,Z9
t__SGB9712_group,U2,U5
t__SGB9712_group,U2,Z2
t__SGB9712_group,U2,Z9
t__SGB9712_group,C9,U5
t__SGB9712_group,C9,U2
t__SGB9712_group,C9,Z2
t__SGB9712_group,C9,U11
t__SGB9712_group,C9,U12
t__SGB9712_group,C9,Z9
t__SGB9712_group,Z2,Z9
t__SGB9712_group,U11,U2
t__SGB9712_group,U11,Z2
t__SGB9712_group,U11,U12
t__SGB9712_group,U11,Z9
t__SGB9712_group,U12,U5
t__SGB9712_group,U12,U2
t__SGB9712_group,U12,Z2
t__SGB9712_group,U12,Z9
